year,product_code,plant,segment,sales_qty,sales_amount,avg_price,unit_cost_avg,unit_cost_adj,unit_margin,margin_rate
2022,P001,B,automotive,887,1343295.62,1514.4257271702368,798.6401068078872,838.5721121482816,675.8536150219552,0.44627716163064257
2022,P001,B,construction,690,1037232.22,1503.2351014492754,798.6401068078872,838.5721121482816,664.6629893009938,0.4421550485750295
2022,P002,A,chemical,1397,1906850.17,1364.9607516105941,779.9494540721986,779.9494540721986,585.0112975383955,0.4285920286338693
2022,P002,A,others,1586,2290444.19,1444.164054224464,779.9494540721986,779.9494540721986,664.2146001522655,0.4599301569716453
2022,P003,B,automotive,1347,1707135.52,1267.361187824796,675.1960996437151,708.9559046259009,558.4052831988951,0.44060468993633944
2022,P003,B,electronics,1034,1122752.22,1085.8338684719536,675.1960996437151,708.9559046259009,376.8779638460527,0.34708621161026826
2022,P004,A,automotive,1684,2541298.85,1509.084827790974,809.4088946854571,809.4088946854571,699.675933105517,0.46364254693999896
2022,P004,A,chemical,1350,2088723.19,1547.202362962963,809.4088946854571,809.4088946854571,737.7934682775059,0.47685647717380536
2022,P005,A,automotive,1008,1586356.0,1573.765873015873,845.2862771812012,845.2862771812012,728.4795958346718,0.46288943503308794
2022,P006,B,construction,1653,1866079.7,1128.9048396854205,670.0076914127625,703.5080759834007,425.3967637020198,0.3768225174945308
2022,P006,B,consumer,1063,1271837.71,1196.4606867356538,670.0076914127625,703.5080759834007,492.9526107522531,0.41200903315694665
2022,P006,B,others,1238,1470474.48,1187.7822940226172,670.0076914127625,703.5080759834007,484.2742180392165,0.40771294577825656
2022,P007,A,electronics,1436,1520698.33,1058.982123955432,570.526686058541,570.526686058541,488.4554378968909,0.46124993694175703
2022,P007,B,automotive,2333,2557067.85,1096.0427989712816,619.928973519804,650.9254221957942,445.1173767754874,0.40611313462691734
2022,P008,A,others,1270,1611498.95,1268.896811023622,703.1699425827619,703.1699425827619,565.72686844086,0.4458415085656074
2022,P008,B,chemical,1547,1968234.44,1272.2911700064642,758.0652024216581,795.968462542741,476.3227074637232,0.3743818386016961
2022,P009,B,medical,243,1676111.5,6897.578189300411,4033.104223434233,4234.759434605945,2662.8187546944664,0.3860512605460647
2022,P010,A,electronics,166,1065572.98,6419.114337349398,3667.2677841151185,3667.2677841151185,2751.8465532342793,0.4286956749193193
2022,P011,B,medical,236,1802313.95,7636.923516949152,4899.9070213078685,5144.902372373263,2492.0211445758896,0.32631217780892724
